Age,Sex,Types,Co2,Exercise,Num_of_use
10대,M,정기,0.34,46.57,1
20대,M,정기,0.42,41.98,2
30대,M,정기,1.88,240.41,10
40대,M,정기,13.64,1954.69,23
50대,M,정기,1.98,223.09,9
기타,M,정기,1.37,170.26,6
10대,F,단체,1.34,117.14,2
20대,,일일(회원),1.78,319.75,1
10대,F,일일(회원),0.98,75.2,2
30대,F,일일(회원),1.7,177.05,5
20대,M,일일(회원),0.68,81.5,1
30대,M,일일(회원),0.7,119.99,1
50대,M,일일(회원),2.6,302.14,4
10대,,정기,0.7,64.69,4
20대,,정기,7.08,833.23,21
30대,,정기,12.7,1330.4,41
40대,,정기,5.73,656.24,13
50대,,정기,4.4,493.5,3
60대,,정기,1.04,115.32,2
40대,,정기,0,0,1
50대,,정기,0.35,54.41,1
20대,F,정기,3.74,382.95,7
30대,F,정기,3.19,233.7,8
40대,F,정기,1.32,141.51,3
50대,F,정기,1.74,182.83,2
기타,F,정기,6.52,682.66,25
20대,M,정기,3.84,500.93,6
30대,M,정기,34.04,4505.66,55
40대,M,정기,1.75,262.75,3
50대,M,정기,0.15,16.22,1
기타,M,정기,0.4,44.32,1
10대,M,단체,3.66,506.48,2
기타,,일일(비회원),0,0,2
10대,,일일(회원),1.72,191.78,4
20대,,일일(회원),0.72,80.33,4
30대,,일일(회원),3.51,355.29,4
40대,,일일(회원),2.14,219.07,2
20대,F,일일(회원),3.44,371.64,4
30대,F,일일(회원),6.11,572.29,4
50대,F,일일(회원),0,0,1
기타,F,일일(회원),0.7,57.68,1
20대,M,일일(회원),1.35,173.75,9
30대,M,일일(회원),15.84,1817.78,9
40대,M,일일(회원),1.17,141.99,1
기타,M,일일(회원),0.59,65.45,5
10대,,정기,1.43,142.55,7
20대,,정기,9.22,1025.64,35
30대,,정기,1.72,207.86,8
40대,,정기,0.2,25.44,1
50대,,정기,0.24,35.01,1
60대,,정기,0.12,13.33,2
기타,,정기,1.49,167.1,10
20대,,정기,0.95,106.55,5
20대,F,정기,2.95,272.98,19
30대,F,정기,3.97,376.42,8
40대,F,정기,1.16,99.41,1
50대,F,정기,0.56,50.15,7
기타,F,정기,3,272.9,4
20대,M,정기,11.04,1245.37,56
30대,M,정기,12.19,1431.15,38
40대,M,정기,6.49,740.49,21
50대,M,정기,1.42,171.44,4
60대,M,정기,0.92,105.07,1
기타,M,정기,8.47,752.95,34
40대,,단체,0.77,73.18,2
10대,,일일(회원),0.32,25.85,3
20대,,일일(회원),0.7,77.49,3
30대,,일일(회원),0.8,102.19,3
40대,,일일(회원),3.18,416.76,7
20대,,일일(회원),0.21,21.71,1
20대,F,일일(회원),0.98,79.75,7
30대,F,일일(회원),0.83,84.82,1
50대,F,일일(회원),0.19,22.62,2
기타,F,일일(회원),1.33,147.75,1
10대,M,일일(회원),5.12,568.73,4
20대,M,일일(회원),0.45,62.79,3
30대,M,일일(회원),0,0,1
40대,M,일일(회원),0.6,73.75,2
50대,M,일일(회원),1,136.86,1
기타,M,일일(회원),0.74,90.67,1
10대,,정기,7.73,690.38,27
20대,,정기,3.53,334.82,17
30대,,정기,1.82,232.22,6
40대,,정기,3.35,420.75,12
50대,,정기,1.77,199.08,6
60대,,정기,0.15,17.46,1
기타,,정기,0.34,35.16,1
30대,,정기,0.09,9.35,1
60대,,정기,2.06,210.82,1
20대,F,정기,3.43,308.67,9
30대,F,정기,2.29,258.05,6
40대,F,정기,1.23,114.82,8
50대,F,정기,0,0,2
기타,F,정기,0,0,1
20대,M,정기,10.66,1163.5,42
30대,M,정기,1.59,210.98,8
40대,M,정기,3.58,520.51,10
50대,M,정기,3.74,428.94,7
60대,M,정기,1.75,212.51,2
70대이상,M,정기,0.62,85.22,1
기타,M,정기,2.4,238.31,4
10대,M,단체,1.56,114.59,2
기타,,일일(비회원),0.73,81.08,3
10대,,일일(회원),0.22,24.25,1
20대,,일일(회원),10.27,1098.32,16
30대,,일일(회원),4.64,515.19,10
40대,,일일(회원),1.79,229.66,5
기타,,일일(회원),0.17,17.82,1
20대,,일일(회원),1.16,139.17,1
20대,F,일일(회원),7.87,799.04,10
30대,F,일일(회원),2.62,285.19,5
40대,F,일일(회원),0.35,39.12,1
20대,M,일일(회원),6.21,774.77,13
30대,M,일일(회원),12.85,1442.9,11
40대,M,일일(회원),0.27,45.79,2
기타,M,일일(회원),5.25,642.98,6
10대,,정기,0.25,25.66,1
20대,,정기,26.7,2951.42,89
30대,,정기,22.48,2691.79,76
40대,,정기,5.5,666.89,15
50대,,정기,2.11,254.29,10
기타,,정기,1.09,118.61,1
20대,,정기,2.36,238.54,20
30대,,정기,1.58,179.3,5
40대,,정기,6.63,904.52,19
20대,F,정기,6.56,659.99,27
30대,F,정기,4.44,438.89,27
40대,F,정기,9.7,1159.2,34
50대,F,정기,0.08,9.7,1
60대,F,정기,5.14,472.59,18
기타,F,정기,0.69,71.19,5
10대,M,정기,0,0,1
20대,M,정기,11.35,1412.78,43
30대,M,정기,10.47,1454.79,32
40대,M,정기,2.97,329.12,6
50대,M,정기,1.2,144.17,6
기타,M,정기,17.31,1642.19,33
기타,,일일(비회원),0,0,2
20대,,일일(회원),6.02,691.05,16
40대,,일일(회원),1.54,206.36,2
20대,,일일(회원),0.06,6.65,3
30대,,일일(회원),0.55,88.43,1
10대,F,일일(회원),0.53,42.81,1
20대,F,일일(회원),0.76,64.55,2
30대,F,일일(회원),0.46,41.45,3
20대,M,일일(회원),4.03,587.46,5
30대,M,일일(회원),0.48,68.87,5
40대,M,일일(회원),0.72,83.67,2
기타,M,일일(회원),1.45,193.21,7
10대,,정기,5.96,644.96,25
20대,,정기,20.35,2555.79,65
30대,,정기,4.12,514.9,16
40대,,정기,9.02,1121.3,17
50대,,정기,14,1679.56,24
60대,,정기,0.45,50.19,2
70대이상,,정기,0.26,29.12,1
기타,,정기,0.48,53.54,1
20대,,정기,0.83,88.32,4
30대,,정기,6.43,845.51,25
40대,,정기,0.49,58.9,4
60대,,정기,1.56,172.87,2
20대,F,정기,10.31,1123.21,20
30대,F,정기,4.28,382.27,8
40대,F,정기,4.81,505.42,7
50대,F,정기,1.28,142.01,4
60대,F,정기,0.86,87.28,3
10대,M,정기,4.25,471.39,17
20대,M,정기,5.16,675.1,22
30대,M,정기,12.17,1514.41,42
40대,M,정기,10.1,1435.13,13
50대,M,정기,7.31,813.75,12
60대,M,정기,5.67,644.98,18
기타,M,정기,12.72,1647.74,21
20대,,단체,0.66,94,2
기타,F,단체,1.05,94.86,2
기타,,일일(비회원),0.85,94.47,2
10대,,일일(회원),0.76,67.34,1
20대,,일일(회원),4.8,559.11,18
30대,,일일(회원),0.95,122.9,4
40대,,일일(회원),0.4,61.38,1
기타,,일일(회원),1.9,204.53,2
20대,,일일(회원),3.45,363.64,3
30대,,일일(회원),0.42,59.64,2
20대,F,일일(회원),1.67,157.36,4
30대,F,일일(회원),0.31,33.19,5
기타,F,일일(회원),1.26,113.85,3
10대,M,일일(회원),0.69,78.96,3
20대,M,일일(회원),2.93,385.7,10
30대,M,일일(회원),1.24,153.95,5
40대,M,일일(회원),2.33,285.66,6
기타,M,일일(회원),0.65,70.55,2
10대,,정기,1.6,211.89,8
20대,,정기,25.28,3359.43,82
30대,,정기,10.92,1244.55,53
40대,,정기,13.65,1498.35,34
50대,,정기,10.18,1220.7,16
60대,,정기,1.36,163.31,8
70대이상,,정기,0.61,68.49,2
기타,,정기,0.61,65.61,3
10대,,정기,0,0,1
20대,,정기,3.74,445.83,6
30대,,정기,5.29,712.37,25
40대,,정기,1.27,173.29,5
50대,,정기,0.21,28.51,1
10대,F,정기,1,90.46,2
20대,F,정기,18.37,1962.23,51
30대,F,정기,19.1,1715.58,47
40대,F,정기,1.32,139.16,6
60대,F,정기,0.38,34.77,1
기타,F,정기,9.88,1164.56,27
10대,M,정기,4.98,666.77,6
20대,M,정기,14,1723.59,38
30대,M,정기,8.56,1103.03,27
40대,M,정기,12.2,1728.77,33
50대,M,정기,2.21,247.8,8
60대,M,정기,3.84,422.83,10
70대이상,M,정기,0,0,1
기타,M,정기,0.77,97.17,9
20대,M,단체,1.56,173.49,2
30대,,일일(회원),0.27,40.79,1
기타,,일일(회원),0.79,87.77,1
20대,F,일일(회원),0.71,66.48,1
기타,F,일일(회원),0.45,50.19,1
30대,M,일일(회원),0,0,1
40대,M,일일(회원),0.54,88.03,1
20대,,정기,2.4,294.97,13
30대,,정기,3.06,436.28,14
40대,,정기,1.84,187.94,1
50대,,정기,1,114.09,4
60대,,정기,0.53,68.59,2
20대,,정기,0.21,32.62,1
20대,F,정기,0,0,1
30대,F,정기,0.52,48.77,1
50대,F,정기,0.84,74.86,3
10대,M,정기,0.65,60.09,2
20대,M,정기,1.18,143.29,9
30대,M,정기,2.53,357.18,7
40대,M,정기,4.18,502.22,24
50대,M,정기,0.06,12.83,1
60대,M,정기,0,0,1
기타,M,정기,0.38,63.85,4
10대,,일일(회원),0.2,23,1
20대,,일일(회원),1.79,204.83,6
20대,F,일일(회원),0.57,50.9,2
40대,F,일일(회원),0.07,6.46,1
50대,F,일일(회원),0.35,35.75,1
20대,M,일일(회원),0.93,122.81,3
30대,M,일일(회원),2.1,250.77,3
40대,M,일일(회원),0.85,94.47,1
기타,M,일일(회원),4,422.47,5
20대,,정기,2.98,332.98,12
30대,,정기,0.72,95.44,1
40대,,정기,39.04,4328.67,30
50대,,정기,0.75,92.52,3
기타,,정기,0,0,1
10대,F,정기,0.22,17.41,1
30대,F,정기,0,0,1
40대,F,정기,5.01,520.45,19
50대,F,정기,0,0,1
60대,F,정기,0.77,60.27,6
10대,M,정기,3.7,411.38,11
20대,M,정기,1.21,160.33,6
30대,M,정기,17.85,2046.87,25
40대,M,정기,9.42,1183.41,13
50대,M,정기,1.12,153.02,2
70대이상,M,정기,15.52,1988.07,15
기타,M,정기,5.35,674.14,21
기타,,일일(비회원),1.76,195.37,1
20대,,일일(회원),3.13,373.37,6
30대,,일일(회원),0.92,38.48,2
40대,,일일(회원),0.08,11.12,1
50대,,일일(회원),0.57,50.8,1
20대,F,일일(회원),0,0,1
30대,F,일일(회원),0.97,94.35,1
50대,F,일일(회원),0.71,63.8,1
10대,M,일일(회원),2.32,234.14,3
20대,M,일일(회원),2.9,339.2,5
30대,M,일일(회원),1.13,131.53,3
40대,M,일일(회원),1.47,245.14,2
50대,M,일일(회원),0.33,48.13,1
60대,M,일일(회원),1.51,172.41,1
70대이상,M,일일(회원),0.56,68.74,1
기타,M,일일(회원),0.42,54.35,1
20대,,정기,10.91,1061.82,53
30대,,정기,2.06,224.05,6
40대,,정기,4.7,587.46,7
50대,,정기,3.53,377.4,18
60대,,정기,1,113.64,3
기타,,정기,0.38,48.65,1
20대,,정기,1.79,234.75,7
40대,,정기,0,0,1
20대,F,정기,3.66,382.31,13
30대,F,정기,1.69,175.38,7
40대,F,정기,0.92,83.99,4
50대,F,정기,1.09,118.78,7
60대,F,정기,0.71,72.65,1
기타,F,정기,4.46,478.64,10
20대,M,정기,7.22,818.17,22
30대,M,정기,4.79,629.26,12
40대,M,정기,16.54,2178.4,58
50대,M,정기,1.06,140.07,6
60대,M,정기,1.22,145.4,4
70대이상,M,정기,0.69,82.98,1
기타,M,정기,2.17,258.38,4
30대,,단체,1.68,183.47,2
20대,,일일(회원),2.32,255.78,10
50대,,일일(회원),0.86,87.9,2
20대,,일일(회원),0,0,2
30대,,일일(회원),0.36,41.98,2
기타,F,일일(회원),0.62,68.98,1
20대,M,일일(회원),5.42,598.58,14
30대,M,일일(회원),0.35,33.71,1
50대,M,일일(회원),0.39,46.19,2
기타,M,일일(회원),0.74,92.98,2
10대,,정기,1.85,236.52,2
20대,,정기,16.59,1899.07,87
30대,,정기,1.91,215.45,14
40대,,정기,4.8,591,13
50대,,정기,0.44,48.99,1
60대,,정기,0.42,46.63,2
기타,,정기,0.53,58.46,3
20대,,정기,13.46,1790.18,27
50대,,정기,0.25,27.8,1
20대,F,정기,12.2,1255.65,50
30대,F,정기,3.55,343.96,14
40대,F,정기,0.95,93.81,5
50대,F,정기,0,0,1
기타,F,정기,4.7,478.52,10
10대,M,정기,0.83,96.77,5
20대,M,정기,3.05,350.98,19
30대,M,정기,9.57,1163.71,66
40대,M,정기,9.49,1286.37,26
50대,M,정기,1.43,165.22,10
60대,M,정기,0.59,66.24,8
70대이상,M,정기,1.26,132.23,8
기타,M,정기,8.31,1086.35,31
10대,,일일(회원),0.46,51.48,2
20대,,일일(회원),0.38,54.08,2
30대,,일일(회원),0.79,87.52,1
20대,F,일일(회원),0,0,1
30대,F,일일(회원),0.4,37.46,1
60대,M,일일(회원),0.35,36.14,1
기타,M,일일(회원),0.19,20.96,1
10대,,정기,1.08,112.01,2
20대,,정기,7.77,869.37,28
30대,,정기,1.6,186.17,6
40대,,정기,8.16,866.21,13
50대,,정기,1.67,178.21,4
60대,,정기,0.29,32.69,1
40대,,정기,2.79,321.55,3
20대,F,정기,0.55,49.44,1
30대,F,정기,1.7,180.18,3
40대,F,정기,0.17,15.11,1
50대,F,정기,0.42,47.1,1
20대,M,정기,1.37,152.38,3
30대,M,정기,0.4,52.34,2
50대,M,정기,1.14,150.76,3
60대,M,정기,2.13,243.06,4
기타,M,정기,0.74,90.95,1
10대,,일일(회원),0.67,67.48,2
20대,,일일(회원),5.02,479.7,12
30대,,일일(회원),0.92,88.8,2
10대,F,일일(회원),1.55,158.18,2
20대,F,일일(회원),0.91,77.67,1
30대,F,일일(회원),0.8,82.82,2
기타,F,일일(회원),0.41,45.4,1
10대,M,일일(회원),0,0,1
20대,M,일일(회원),0.58,62.34,4
30대,M,일일(회원),0.36,39.54,2
40대,M,일일(회원),0.96,126.54,1
10대,,정기,3.99,444.26,15
20대,,정기,6.41,786.46,21
30대,,정기,2.1,238.88,22
40대,,정기,5.33,689.34,22
50대,,정기,1.68,192.74,5
60대,,정기,0.95,104.86,2
기타,,정기,0.49,50.61,1
20대,,정기,1.12,149.35,5
40대,,정기,0.47,49.78,3
50대,,정기,0.61,83.95,1
10대,F,정기,5.61,579.35,13
20대,F,정기,6.53,638.28,28
30대,F,정기,4.69,460.45,20
40대,F,정기,1.14,127,7
50대,F,정기,2.08,200.9,5
70대이상,F,정기,0,0,2
기타,F,정기,0.05,5.72,1
10대,M,정기,1.03,155.27,3
20대,M,정기,4.36,603.63,10
30대,M,정기,0.54,63.28,3
40대,M,정기,2.48,320.36,6
50대,M,정기,1.35,155.76,4
60대,M,정기,1.91,226.35,4
기타,M,정기,0.57,67.28,3
20대,F,단체,0.02,1.84,2
10대,,일일(회원),0.18,13.14,1
20대,,일일(회원),1.37,109.35,5
30대,,일일(회원),1.53,168.86,6
50대,,일일(회원),0.94,132.65,1
기타,,일일(회원),0.58,63.42,2
20대,,일일(회원),0.16,21.09,2
10대,F,일일(회원),0.3,33.76,2
20대,F,일일(회원),0.95,93.37,4
30대,F,일일(회원),0.5,55,3
40대,F,일일(회원),1.82,184.06,3
10대,M,일일(회원),2.15,246,4
20대,M,일일(회원),0.85,93.68,3
30대,M,일일(회원),1.06,126.95,3
40대,M,일일(회원),1.73,267.67,2
60대,M,일일(회원),0.11,11.49,2
기타,M,일일(회원),1.23,153.8,3
10대,,정기,1.29,141.88,4
20대,,정기,8.74,1102.29,35
30대,,정기,4.74,584.08,14
40대,,정기,3.3,446.45,13
50대,,정기,1.37,132.56,3
60대,,정기,4.12,400.71,7
기타,,정기,1.24,134,4
20대,,정기,1.32,156.5,4
30대,,정기,0.56,53.44,1
40대,,정기,1.57,180.13,2
10대,F,정기,0.89,95.45,4
20대,F,정기,6.65,609.34,30
30대,F,정기,3.98,385.65,20
40대,F,정기,2.45,254.61,9
50대,F,정기,2.16,224.32,6
기타,F,정기,5.07,529.51,11
10대,M,정기,2.1,276.5,7
20대,M,정기,13.15,1554.65,46
30대,M,정기,9.22,1182.92,24
40대,M,정기,2.04,262.2,5
50대,M,정기,2.97,368.79,5
60대,M,정기,6.36,762.81,16
70대이상,M,정기,0.35,38.61,1
기타,M,정기,2.55,358.22,9
10대,,일일(회원),0.28,19.96,1
20대,,일일(회원),1.16,124.06,4
30대,,일일(회원),0.45,66.3,2
40대,,일일(회원),0.29,32.69,1
20대,F,일일(회원),0.36,31.15,1
30대,F,일일(회원),0.24,18.53,1
기타,F,일일(회원),0.17,18.79,1
20대,M,일일(회원),1.56,171.67,2
30대,M,일일(회원),0.56,79.97,3
40대,M,일일(회원),0.59,73.1,2
10대,,정기,1.33,161.45,4
20대,,정기,3.47,420.74,18
30대,,정기,4.57,433.44,13
40대,,정기,3.99,567.26,17
50대,,정기,2.74,340.03,8
60대,,정기,7.02,622.37,6
기타,,정기,0.38,41.72,1
40대,,정기,0.8,75.45,3
10대,F,정기,0,0,1
20대,F,정기,8.38,969.99,34
40대,F,정기,2.32,215.18,9
기타,F,정기,0,0,1
10대,M,정기,0.19,21.26,1
20대,M,정기,8.1,993.7,34
30대,M,정기,2.04,246.2,5
40대,M,정기,2.46,298.88,5
50대,M,정기,0.92,114.82,4
기타,M,정기,2.89,454.71,11
기타,,일일(비회원),1.42,157.53,2
10대,,일일(회원),0.61,74.52,2
20대,,일일(회원),3.4,374.4,6
30대,,일일(회원),0.94,101.37,5
50대,,일일(회원),1.88,221.82,2
기타,,일일(회원),0.83,81.5,2
20대,,일일(회원),0,0,1
10대,F,일일(회원),0,0,1
20대,F,일일(회원),1.58,171.33,3
30대,F,일일(회원),0.46,54.84,2
기타,F,일일(회원),0.6,58.01,1
10대,M,일일(회원),0.33,42.77,2
20대,M,일일(회원),0.73,83.36,3
30대,M,일일(회원),0.39,38.26,1
40대,M,일일(회원),1,136.48,6
기타,M,일일(회원),3.02,345.02,8
10대,,정기,3.74,403.97,18
20대,,정기,9.36,1037.41,38
30대,,정기,2.93,381.12,10
40대,,정기,3.91,485.75,10
50대,,정기,4.82,572.66,6
60대,,정기,1.38,152.69,3
기타,,정기,0.43,47.96,3
20대,,정기,0.33,37.07,1
40대,,정기,0.94,104.25,2
50대,,정기,5.48,843.69,8
10대,F,정기,0.26,22.86,1
20대,F,정기,2.79,300.42,18
30대,F,정기,5.25,460.38,22
40대,F,정기,4.18,417.38,11
50대,F,정기,1.03,103.12,6
60대,F,정기,1.87,207.28,8
기타,F,정기,2.98,308.77,11
10대,M,정기,1.52,150.2,4
20대,M,정기,8.05,924.42,29
30대,M,정기,6.98,835.6,23
40대,M,정기,3.51,413.03,12
50대,M,정기,17.4,2229.21,33
60대,M,정기,6.45,759.07,15
70대이상,M,정기,9.44,1048.41,21
기타,M,정기,4.43,509.74,14
20대,,일일(회원),1.45,122.97,2
30대,,일일(회원),0.81,101.89,3
기타,,일일(회원),0,0,1
10대,F,일일(회원),0.04,5.05,2
20대,F,일일(회원),0.59,62.18,1
30대,F,일일(회원),0,0,1
40대,F,일일(회원),0.83,98.44,2
20대,M,일일(회원),0.73,81.08,3
30대,M,일일(회원),0.3,46.33,3
기타,M,일일(회원),2.48,282.36,3
10대,,정기,0,0,1
20대,,정기,3.16,380.01,13
30대,,정기,1.04,80.19,3
40대,,정기,0.17,20.24,2
50대,,정기,1.09,121.24,1
60대,,정기,0.12,10.49,2
기타,,정기,1.14,122.89,2
40대,,정기,0.87,128.81,3
50대,,정기,0.2,31.01,1
10대,F,정기,0.38,33.56,1
20대,F,정기,0.45,42.93,2
30대,F,정기,0.63,57.9,6
40대,F,정기,1.19,109.51,5
50대,F,정기,1.15,101.93,1
기타,F,정기,1.17,129.47,3
20대,M,정기,2.56,288.45,17
30대,M,정기,3.06,403.29,5
40대,M,정기,2.59,347.23,7
50대,M,정기,16.36,1997.18,24
60대,M,정기,1.4,168.11,4
기타,M,정기,2.16,278.18,9
10대,,단체,1.8,226.95,4
기타,M,단체,0.96,115.43,2
기타,,일일(비회원),2.11,234.24,2
10대,,일일(회원),5.84,780.61,16
20대,,일일(회원),2.05,244.92,13
30대,,일일(회원),7.09,880.15,8
40대,,일일(회원),0.85,111.88,2
60대,,일일(회원),0,0,1
기타,,일일(회원),0.46,51.56,3
20대,,일일(회원),2.42,337.95,4
10대,F,일일(회원),1.43,122.21,5
20대,F,일일(회원),2.71,239.13,13
30대,F,일일(회원),0.76,71.66,2
40대,F,일일(회원),2.08,230.8,3
기타,F,일일(회원),0.4,42.62,3
10대,M,일일(회원),0.36,46.04,1
20대,M,일일(회원),7.27,923.78,10
30대,M,일일(회원),4.72,521.91,4
40대,M,일일(회원),3.18,444.15,3
기타,M,일일(회원),0.98,109.83,8
10대,,정기,2.61,366.15,13
20대,,정기,14.72,1718.52,45
30대,,정기,6.62,799.14,16
40대,,정기,5.92,734.17,24
50대,,정기,1.36,187.28,3
60대,,정기,0.51,56.76,2
기타,,정기,2.14,233.84,10
20대,,정기,2.28,270.99,7
30대,,정기,0.97,82.53,3
40대,,정기,1.96,224.94,7
50대,,정기,1.77,271.58,3
60대,,정기,1.29,105.94,11
10대,F,정기,2.3,211.5,2
20대,F,정기,4.95,494.96,24
30대,F,정기,1.47,127.44,8
40대,F,정기,1.49,144.69,1
50대,F,정기,0.71,63.96,4
60대,F,정기,1.11,123.3,4
70대이상,F,정기,0.75,83.4,1
기타,F,정기,1.75,181.08,8
10대,M,정기,7.53,956.25,18
20대,M,정기,14.13,1718.34,68
30대,M,정기,13.88,1658.38,35
40대,M,정기,7.48,873.05,20
50대,M,정기,3.35,434.73,14
60대,M,정기,1.69,201.09,5
70대이상,M,정기,1.06,117.37,2
기타,M,정기,3.21,386.64,25
20대,,단체,0.4,44.79,1
20대,M,단체,0,0,1
10대,,일일(회원),0.34,34.51,1
20대,,일일(회원),2.78,406.21,5
30대,,일일(회원),1.71,182.19,4
40대,,일일(회원),1.66,222.52,2
50대,,일일(회원),0.75,83.48,2
20대,F,일일(회원),0.97,101.13,5
30대,F,일일(회원),2.53,222.57,2
기타,F,일일(회원),1.6,177.86,1
20대,M,일일(회원),2.22,265.28,2
30대,M,일일(회원),2.69,303.2,3
40대,M,일일(회원),0.44,52.67,1
기타,M,일일(회원),0,0,1
10대,,정기,1.25,132.35,5
20대,,정기,12.43,1336.02,43
30대,,정기,12,1089.33,39
40대,,정기,11.44,1306.23,42
50대,,정기,0.31,29.19,4
60대,,정기,0.14,16.73,2
기타,,정기,0,0,1
10대,,정기,0.17,12.45,1
20대,,정기,2.27,291.99,2
50대,,정기,0.31,47.76,1
20대,F,정기,4.01,397.95,18
30대,F,정기,5.62,512.53,22
40대,F,정기,2.88,258.23,4
50대,F,정기,0.7,74.27,2
기타,F,정기,4.7,497.36,16
10대,M,정기,0.73,80.79,1
20대,M,정기,4.28,515.72,19
30대,M,정기,5.13,667.38,22
40대,M,정기,6.13,750.58,17
50대,M,정기,8.38,972.25,13
60대,M,정기,0.3,36.83,2
기타,M,정기,4.59,557.93,6
10대,M,단체,0.95,102.04,1
기타,,일일(비회원),0.13,14.67,2
10대,,일일(회원),0,0,2
20대,,일일(회원),6.02,704.57,16
30대,,일일(회원),0,0,1
50대,,일일(회원),0.79,89.36,2
기타,,일일(회원),0.61,67.14,1
30대,,일일(회원),0.22,29.03,1
10대,F,일일(회원),1.77,196.75,3
20대,F,일일(회원),1.83,172.51,5
30대,F,일일(회원),4.4,494.9,4
40대,F,일일(회원),1.28,112.14,3
기타,F,일일(회원),0.28,31.02,1
10대,M,일일(회원),1.62,159.4,5
20대,M,일일(회원),1.63,150.23,9
30대,M,일일(회원),4.49,572.5,6
40대,M,일일(회원),1.89,216.88,2
기타,M,일일(회원),0.99,103.02,5
20대,,정기,19.05,2142.96,88
30대,,정기,14.53,1839.61,39
40대,,정기,8.93,1069.94,20
50대,,정기,13.94,1241.96,32
