Age,Sex,Types,Co2,Exercise,Num_of_use
20대,,정기,6.22,684.62,30
30대,,정기,6.98,991.69,7
40대,,정기,2.47,291.22,4
50대,,정기,4.1,469.52,7
기타,,정기,2.27,237.43,8
20대,,정기,2.51,296.91,4
30대,,정기,0.26,38.37,1
20대,F,정기,2.57,261.65,13
30대,F,정기,0.52,58.84,7
40대,F,정기,6.43,714.03,10
50대,F,정기,3.22,357.11,6
기타,F,정기,11.39,1064.58,24
10대,M,정기,0.78,103.29,3
20대,M,정기,4.79,527.76,11
30대,M,정기,21.66,3246.9,23
40대,M,정기,10.19,1320.04,17
50대,M,정기,15.15,1888.51,18
60대,M,정기,1.33,147.72,2
기타,M,정기,1.04,136.67,7
10대,,단체,1.39,190.14,3
기타,M,단체,2.08,227.83,2
기타,,일일(비회원),1.94,215.17,2
10대,,일일(회원),1.05,125.88,4
20대,,일일(회원),16.49,1921.86,39
30대,,일일(회원),8.95,1045.42,18
40대,,일일(회원),2.43,323.57,2
60대,,일일(회원),0.99,160.34,2
기타,,일일(회원),1.15,117.63,2
20대,,일일(회원),2.2,253.84,6
30대,,일일(회원),0.98,106.79,4
50대,,일일(회원),0,0,1
10대,F,일일(회원),3.15,292.65,8
20대,F,일일(회원),9.43,910.35,17
30대,F,일일(회원),2.6,277.06,4
40대,F,일일(회원),1.79,177.67,7
60대,F,일일(회원),3.2,355.47,3
기타,F,일일(회원),4.93,524.5,15
10대,M,일일(회원),6.27,679.84,9
20대,M,일일(회원),20.11,2374.29,46
30대,M,일일(회원),9.01,1087.49,9
40대,M,일일(회원),0.71,82.67,3
50대,M,일일(회원),0.16,24.15,1
60대,M,일일(회원),0,0,2
기타,M,일일(회원),10.94,1574.95,13
10대,,정기,5.15,662.63,18
20대,,정기,58.88,6599.7,175
30대,,정기,27.48,3343.98,65
40대,,정기,27.33,3382.12,80
50대,,정기,12,1364.86,23
60대,,정기,3.43,368.09,13
70대이상,,정기,0.69,76.93,4
기타,,정기,3.8,389.8,8
20대,,정기,9.68,1163.81,38
30대,,정기,5.69,730.11,19
40대,,정기,6.02,711.65,9
50대,,정기,2.71,288.98,11
60대,,정기,0.66,82.1,2
20대,F,정기,42.05,4364.79,94
30대,F,정기,15.28,1564.53,33
40대,F,정기,10.95,1155.15,25
50대,F,정기,13.1,1410.67,42
60대,F,정기,2.42,232.81,6
70대이상,F,정기,2.16,259.23,3
기타,F,정기,9.93,1050.65,30
10대,M,정기,8.09,1064.77,32
20대,M,정기,37.13,4481.9,161
30대,M,정기,40.55,5278.43,127
40대,M,정기,17.94,2217.61,46
50대,M,정기,20.04,2421.84,47
60대,M,정기,6.29,720.82,23
70대이상,M,정기,4.1,485.82,9
기타,M,정기,14.38,1802.81,39
20대,F,단체,0.52,47.2,2
기타,,일일(비회원),2.78,308.74,5
10대,,일일(회원),1.1,125.55,2
20대,,일일(회원),16.7,2064.75,32
30대,,일일(회원),1.02,113.6,3
40대,,일일(회원),2.61,268.1,2
50대,,일일(회원),1.27,125.26,2
기타,,일일(회원),1.24,126.65,2
20대,,일일(회원),2.17,255.72,7
30대,,일일(회원),0,0,1
40대,,일일(회원),0,0,1
20대,F,일일(회원),2.42,248.72,8
30대,F,일일(회원),0.61,51.68,1
10대,M,일일(회원),5.68,661.25,11
20대,M,일일(회원),5.25,686.4,15
30대,M,일일(회원),1,123.54,5
40대,M,일일(회원),0,0,1
50대,M,일일(회원),0.34,56.96,1
기타,M,일일(회원),0.32,35.26,3
10대,,정기,2.11,273.57,10
20대,,정기,41.26,5124.97,115
30대,,정기,25.97,2852.16,51
40대,,정기,9.69,1304.48,32
50대,,정기,6.01,687.27,26
60대,,정기,10.41,1371.88,30
기타,,정기,0.48,48.01,1
20대,,정기,5.58,561.42,7
30대,,정기,3.85,366.12,10
40대,,정기,0.23,27.87,1
50대,,정기,0.41,43.5,2
60대,,정기,1.63,181.36,1
10대,F,정기,1.01,97.74,3
20대,F,정기,7.75,799.33,29
30대,F,정기,16.78,1699.91,28
40대,F,정기,0.56,69.49,3
50대,F,정기,1.8,176.19,4
60대,F,정기,2.48,338.65,2
기타,F,정기,1.63,163.28,7
10대,M,정기,3.03,354.68,7
20대,M,정기,22.47,2714.44,59
30대,M,정기,18.58,2295.73,63
40대,M,정기,16.19,2129.79,49
50대,M,정기,5.01,664.81,10
60대,M,정기,1.74,202.95,6
기타,M,정기,7.47,937.98,25
20대,,단체,0.63,62.85,2
40대,F,단체,2.7,230.14,2
10대,M,단체,2.32,193.36,2
20대,M,단체,2.33,266.16,4
기타,,일일(비회원),0.95,105.02,1
10대,,일일(회원),3.77,410.05,3
20대,,일일(회원),13.18,1511.11,28
30대,,일일(회원),4.82,677.11,8
60대,,일일(회원),2.36,253.97,1
20대,,일일(회원),1.47,159.94,2
10대,F,일일(회원),5.79,509.91,8
20대,F,일일(회원),2.45,225.04,5
30대,F,일일(회원),1.14,109.69,2
10대,M,일일(회원),1.44,165.45,2
20대,M,일일(회원),4.61,558.83,15
30대,M,일일(회원),2.88,409.68,9
40대,M,일일(회원),3.61,449.58,7
50대,M,일일(회원),0,0,1
기타,M,일일(회원),0.21,21.03,1
10대,,정기,3.2,324.52,4
20대,,정기,20.34,2414.22,52
30대,,정기,17.59,2416.47,39
40대,,정기,10.79,1306.67,33
50대,,정기,25.49,3478.4,31
60대,,정기,6.86,691.44,26
70대이상,,정기,0.92,101.67,3
기타,,정기,1.86,228.47,5
20대,,정기,1.59,149.93,7
30대,,정기,3.8,493.32,9
50대,,정기,1.02,113.68,1
10대,F,정기,1.08,115.82,3
20대,F,정기,5.96,641.38,10
30대,F,정기,9.51,928.25,15
40대,F,정기,16.27,1597.56,14
50대,F,정기,6.8,718.56,11
60대,F,정기,3.22,416.76,5
기타,F,정기,11.8,1176.61,24
10대,M,정기,8.65,1016.59,28
20대,M,정기,21.75,2749.86,32
30대,M,정기,10.66,1207.86,27
40대,M,정기,11.54,1447.43,28
50대,M,정기,26.14,3222.65,37
60대,M,정기,1.48,187.95,5
70대이상,M,정기,0.33,33.42,2
기타,M,정기,13.26,1508.22,30
기타,,일일(비회원),0.85,94.13,4
10대,,일일(회원),0.62,55.24,3
20대,,일일(회원),7.13,804.53,16
30대,,일일(회원),1.79,217.35,6
20대,,일일(회원),0.27,26.42,1
40대,,일일(회원),2.82,288.37,1
10대,F,일일(회원),1,85.13,1
20대,F,일일(회원),5.07,465.42,9
30대,F,일일(회원),0.71,58.76,2
40대,F,일일(회원),1.04,120.91,1
50대,F,일일(회원),0,0,1
기타,F,일일(회원),1.76,184.32,3
10대,M,일일(회원),0,0,2
20대,M,일일(회원),4.3,567.33,9
30대,M,일일(회원),1.39,173.74,5
40대,M,일일(회원),1,138.16,3
기타,M,일일(회원),4.19,473.74,13
10대,,정기,0.6,85.19,2
20대,,정기,18.13,2032.89,50
30대,,정기,26.39,3284.79,48
40대,,정기,9.02,1016.62,21
50대,,정기,2.36,278.47,12
60대,,정기,15.23,1741.92,28
기타,,정기,0.49,41.33,2
20대,,정기,6.62,741.26,13
30대,,정기,1.62,152.47,9
40대,,정기,0.18,23.48,3
50대,,정기,0.64,70.39,3
10대,F,정기,0.47,45.37,1
20대,F,정기,16.67,1695.29,41
30대,F,정기,7.52,736.95,14
40대,F,정기,9.7,1053.65,20
50대,F,정기,3.96,438.82,7
70대이상,F,정기,0.47,52.25,1
기타,F,정기,6.06,670.39,25
10대,M,정기,0.03,3.77,1
20대,M,정기,10.23,1282.55,40
30대,M,정기,10.91,1481.39,33
40대,M,정기,12.45,1631.38,36
50대,M,정기,14.38,1769.19,29
60대,M,정기,3.58,432.08,7
기타,M,정기,5.81,699.82,24
20대,,단체,0.51,50.07,2
기타,,일일(비회원),1.87,207.56,2
10대,,일일(회원),0.38,36.79,1
20대,,일일(회원),22.9,2631.76,47
30대,,일일(회원),3.76,393.53,12
40대,,일일(회원),1.39,124.88,3
50대,,일일(회원),0.28,33.06,1
기타,,일일(회원),0.26,26.37,1
20대,,일일(회원),1.67,151.41,3
30대,,일일(회원),0,0,1
20대,F,일일(회원),10.88,1112.6,17
30대,F,일일(회원),11.85,1311.85,17
40대,F,일일(회원),1.98,216.39,5
50대,F,일일(회원),0.3,27.47,1
기타,F,일일(회원),0.87,89.54,3
10대,M,일일(회원),2.95,387.03,4
20대,M,일일(회원),22.24,2703.41,45
30대,M,일일(회원),3.85,516.42,13
40대,M,일일(회원),2.38,280.5,11
50대,M,일일(회원),0.28,35.82,2
기타,M,일일(회원),2.15,242.94,10
10대,,정기,3.56,380.74,10
20대,,정기,70.93,8156.74,183
30대,,정기,20.35,2438.75,73
40대,,정기,20.42,2380.18,68
50대,,정기,6.95,773.24,27
60대,,정기,2.64,321.6,8
기타,,정기,1.54,174.03,4
20대,,정기,2.26,269.47,9
30대,,정기,2.99,335.29,12
40대,,정기,1.26,174.96,11
50대,,정기,0.22,21.35,1
60대,,정기,1.36,169.14,11
10대,F,정기,1.22,130.98,6
20대,F,정기,41.21,4169.4,135
30대,F,정기,14.28,1405.76,45
40대,F,정기,8.86,911.86,24
50대,F,정기,5.8,575.03,24
60대,F,정기,6.81,673.5,19
기타,F,정기,8.04,783.38,17
10대,M,정기,4.35,512.65,22
20대,M,정기,44.82,5317.79,174
30대,M,정기,20.25,2650.24,80
40대,M,정기,26.24,3351.34,76
50대,M,정기,20.35,2366.65,56
60대,M,정기,10.11,1161.14,29
70대이상,M,정기,0.85,94.73,4
기타,M,정기,10.28,1298.85,40
20대,,단체,10.03,1107.16,4
10대,F,단체,1.92,179.9,3
10대,M,단체,7.7,868.16,4
기타,M,단체,1.5,141.69,2
기타,,일일(비회원),3.14,347.71,3
10대,,일일(회원),2.17,187.22,2
20대,,일일(회원),27.62,3125.18,38
30대,,일일(회원),11.11,1339.75,9
40대,,일일(회원),0.77,85.46,1
50대,,일일(회원),4.93,505.06,3
60대,,일일(회원),0.89,144.46,2
기타,,일일(회원),1.83,199.19,3
10대,,일일(회원),0,0,1
20대,,일일(회원),13.16,1525.91,7
30대,,일일(회원),0.72,79.35,1
10대,F,일일(회원),3.09,342.48,5
20대,F,일일(회원),6.25,686.69,21
30대,F,일일(회원),9.27,856.53,15
40대,F,일일(회원),0.83,91.92,2
기타,F,일일(회원),4.92,505.42,8
10대,M,일일(회원),8.08,910.11,11
20대,M,일일(회원),10.53,1402.36,16
30대,M,일일(회원),2.77,332.74,5
40대,M,일일(회원),6.66,775.16,14
50대,M,일일(회원),0.3,38.38,1
60대,M,일일(회원),1.62,206.19,2
기타,M,일일(회원),4.97,625.29,8
10대,,정기,2.12,235.79,2
20대,,정기,48.22,5725.23,106
30대,,정기,16.57,1978.89,45
40대,,정기,12.72,1500.68,36
50대,,정기,24.63,2964.65,66
60대,,정기,2.87,325.7,13
70대이상,,정기,0.32,35.52,1
기타,,정기,1.73,207.59,4
20대,,정기,3.64,468.86,16
30대,,정기,1.17,136.79,3
50대,,정기,1.92,184.78,3
60대,,정기,0.22,22.71,2
10대,F,정기,1.76,195.01,6
20대,F,정기,37.25,3798.76,95
30대,F,정기,15.28,1263.82,38
40대,F,정기,11.82,1316.8,33
50대,F,정기,17.22,1885.32,34
60대,F,정기,5.35,617.27,6
70대이상,F,정기,8.14,1271.3,9
기타,F,정기,3.67,355.47,11
10대,M,정기,9.51,1095.34,24
20대,M,정기,53.1,6532.48,113
30대,M,정기,15.32,1961.42,55
40대,M,정기,31.34,3932.4,78
50대,M,정기,19.93,2261.29,49
60대,M,정기,8.24,958.43,18
70대이상,M,정기,0,0,1
기타,M,정기,4.96,729.03,11
40대,,단체,12.09,660.49,2
40대,,단체,2.34,331.64,2
10대,F,단체,1.13,86.94,3
20대,F,단체,0.52,41.88,2
40대,F,단체,2.68,283.8,7
10대,M,단체,0.84,78.66,4
20대,,일일(비회원),0.8,88.29,1
기타,,일일(비회원),5.99,665.14,5
10대,,일일(회원),1.8,194.93,7
20대,,일일(회원),26.29,2779.26,63
30대,,일일(회원),8.82,977.37,14
40대,,일일(회원),0.4,40.87,2
60대,,일일(회원),0,0,1
기타,,일일(회원),1.33,136.04,3
10대,,일일(회원),0.45,51.97,1
20대,,일일(회원),8.98,953.94,17
30대,,일일(회원),0.29,36.49,1
10대,F,일일(회원),2.89,336.29,3
20대,F,일일(회원),9.43,903.01,24
30대,F,일일(회원),3.3,356.84,4
40대,F,일일(회원),0.39,46.02,1
기타,F,일일(회원),1.76,169.84,9
10대,M,일일(회원),12.79,1550.83,20
20대,M,일일(회원),17.15,2066.21,36
30대,M,일일(회원),6.57,864.09,9
40대,M,일일(회원),1.2,116.66,3
기타,M,일일(회원),6.13,791.15,10
10대,,정기,2.15,244.53,10
20대,,정기,63.9,6837.41,175
30대,,정기,21.05,2556.81,58
40대,,정기,5.5,603.14,23
50대,,정기,3.35,392.21,11
60대,,정기,0.29,41.74,2
기타,,정기,5.36,565.99,20
20대,,정기,9.12,925.76,24
30대,,정기,1.95,228.37,3
60대,,정기,1.28,161.32,9
10대,F,정기,0.75,69.13,2
20대,F,정기,22.93,2122.82,113
30대,F,정기,10.26,1020.82,42
40대,F,정기,14.93,1673.5,42
50대,F,정기,10.46,1035.42,18
기타,F,정기,5.49,563.91,12
10대,M,정기,14.82,1842.36,49
20대,M,정기,59.32,7157.92,170
30대,M,정기,29.36,3847.29,71
40대,M,정기,23.57,2729.59,35
50대,M,정기,22.41,2664.83,40
60대,M,정기,22.72,2521.03,29
기타,M,정기,12.28,1584.09,47
20대,,단체,0.06,6.28,1
40대,,단체,0.16,12.24,2
30대,F,단체,0.64,52.62,3
40대,F,단체,1.6,177.61,3
20대,M,단체,0.23,25.05,4
기타,M,단체,2.49,318.96,3
기타,,일일(비회원),2.41,266.64,3
10대,,일일(회원),2.92,367.91,11
20대,,일일(회원),11.56,1114.06,31
30대,,일일(회원),7.06,729.82,11
50대,,일일(회원),0,0,1
기타,,일일(회원),2.66,452.44,4
20대,,일일(회원),1.24,126.97,2
10대,F,일일(회원),1.3,133.49,4
20대,F,일일(회원),5.25,449.25,16
30대,F,일일(회원),4.13,417.14,8
40대,F,일일(회원),2.69,298.35,3
50대,F,일일(회원),0.56,50.37,1
기타,F,일일(회원),3.35,319.73,5
10대,M,일일(회원),1.99,255.44,5
20대,M,일일(회원),9.72,1111.42,23
30대,M,일일(회원),3.15,392.27,7
40대,M,일일(회원),1.9,247.32,5
기타,M,일일(회원),3.85,450.57,13
10대,,정기,3.86,456.56,13
20대,,정기,38.09,4038.24,154
30대,,정기,16.05,1942.12,61
40대,,정기,3.91,498.07,15
50대,,정기,11.32,1269.08,35
60대,,정기,2.46,278.29,8
기타,,정기,0.19,19.47,1
10대,,정기,0.44,49.16,1
20대,,정기,1.15,126.33,7
30대,,정기,1.06,117.77,6
40대,,정기,0.61,81.65,1
50대,,정기,0.39,39.38,2
10대,F,정기,6.03,569.27,15
20대,F,정기,9.46,817.51,33
30대,F,정기,15.05,1596.04,39
40대,F,정기,5.11,512.26,28
50대,F,정기,8.49,996.83,25
60대,F,정기,2.01,200.8,6
70대이상,F,정기,2.63,314.62,1
기타,F,정기,11.31,1168.91,42
10대,M,정기,6.08,713.57,22
20대,M,정기,28.19,3418.16,71
30대,M,정기,19.59,2415.52,77
40대,M,정기,21.52,2889.32,69
50대,M,정기,10.38,1244.03,30
60대,M,정기,11.34,1358.26,47
기타,M,정기,9.43,1153.85,19
20대,,단체,0.11,11.35,1
40대,F,단체,0.46,39.4,3
40대,M,단체,3.49,446.99,2
10대,,일일(회원),3.38,336.42,4
20대,,일일(회원),8.85,985.23,21
30대,,일일(회원),2.23,105.6,3
40대,,일일(회원),3.89,399.34,7
기타,,일일(회원),0.28,34.4,1
20대,,일일(회원),3.24,381.32,7
10대,F,일일(회원),0.87,91.69,4
20대,F,일일(회원),4.57,426.61,8
30대,F,일일(회원),1.3,114.42,3
40대,F,일일(회원),10.42,1062.46,10
50대,F,일일(회원),2.1,232.69,1
기타,F,일일(회원),5.99,617.89,9
10대,M,일일(회원),6.39,657.14,12
20대,M,일일(회원),7.43,925.66,13
30대,M,일일(회원),2.16,263.43,3
40대,M,일일(회원),0.24,32.22,1
50대,M,일일(회원),8.23,954.99,5
기타,M,일일(회원),8.06,1019.21,10
10대,,정기,1.44,121.98,11
20대,,정기,36.85,4092.89,131
30대,,정기,3.47,570.52,7
40대,,정기,9.26,1062.09,26
50대,,정기,53.57,5556.25,75
60대,,정기,1.41,156.06,5
70대이상,,정기,0.22,24.71,1
기타,,정기,6.89,690.65,12
20대,,정기,7.36,798.01,23
30대,,정기,1.12,107.26,6
40대,,정기,2.62,248.6,7
50대,,정기,0.46,49.95,2
10대,F,정기,3.02,464.37,16
20대,F,정기,18.66,1852.44,64
30대,F,정기,4.66,453.21,26
40대,F,정기,3.55,378.14,23
50대,F,정기,19.7,1913.76,38
60대,F,정기,0.22,25.31,1
기타,F,정기,9.67,974.84,34
10대,M,정기,6.41,669.52,19
20대,M,정기,54.9,6638.86,158
30대,M,정기,28.98,3939.14,70
40대,M,정기,36.34,4867.89,59
50대,M,정기,6.58,755.88,19
60대,M,정기,13.46,1462.96,30
기타,M,정기,36.48,4204.95,73
10대,M,단체,0.79,87.17,2
기타,,일일(비회원),3.34,371.49,7
10대,,일일(회원),0.99,112.69,3
20대,,일일(회원),8.74,968.88,18
30대,,일일(회원),0.96,82.16,4
40대,,일일(회원),1.17,179.98,3
기타,,일일(회원),1.25,134.07,2
20대,,일일(회원),2.4,295.33,8
40대,,일일(회원),0,0,1
10대,F,일일(회원),2.96,311.24,5
20대,F,일일(회원),4.7,451.91,11
30대,F,일일(회원),0,0,1
40대,F,일일(회원),2.69,253.3,2
50대,F,일일(회원),1.47,151,2
기타,F,일일(회원),0.52,48.99,2
10대,M,일일(회원),21.02,2546.92,47
20대,M,일일(회원),4.78,568.39,11
30대,M,일일(회원),0.45,49.42,2
40대,M,일일(회원),0.23,32.42,1
50대,M,일일(회원),1.41,168.8,1
기타,M,일일(회원),7.26,986.63,14
10대,,정기,15.29,1740.67,35
20대,,정기,33.13,3852.37,105
30대,,정기,5.95,661.59,19
40대,,정기,11.5,1210.36,46
50대,,정기,10.31,1203.06,29
60대,,정기,0.53,57.02,6
기타,,정기,1.54,158.02,6
20대,,정기,7.08,714.46,21
30대,,정기,2.07,230.12,1
40대,,정기,1.41,184.48,3
50대,,정기,0.9,87.58,1
60대,,정기,0.71,83.06,1
10대,F,정기,4.91,461.18,16
20대,F,정기,23.9,2340.07,68
30대,F,정기,3.64,368.18,12
40대,F,정기,8.61,929.58,33
50대,F,정기,12.39,1302.32,37
60대,F,정기,4.5,498.84,3
기타,F,정기,9.6,916.59,34
10대,M,정기,26.91,3142.21,80
20대,M,정기,24.94,2887.48,57
30대,M,정기,7.69,892.98,26
40대,M,정기,13.81,1622.46,47
50대,M,정기,16.45,1948.81,25
60대,M,정기,13.46,1923.22,11
70대이상,M,정기,0.77,92.58,1
기타,M,정기,3.41,361,22
기타,,일일(비회원),0.23,25.05,1
10대,,일일(회원),0.41,45.05,1
20대,,일일(회원),4.31,431.83,11
30대,,일일(회원),2.64,336.83,4
40대,,일일(회원),0,0,2
50대,,일일(회원),1.04,115.9,2
20대,,일일(회원),1.47,162.54,8
10대,F,일일(회원),3.52,374.42,5
20대,F,일일(회원),1.7,186.66,4
30대,F,일일(회원),1.98,185.8,6
40대,F,일일(회원),3.27,290.23,2
기타,F,일일(회원),2.14,216.64,3
10대,M,일일(회원),1.23,162.34,7
20대,M,일일(회원),2.64,365.49,10
30대,M,일일(회원),1.43,188.17,5
50대,M,일일(회원),3.51,415.98,2
기타,M,일일(회원),1.14,119.74,3
10대,,정기,4,346.74,8
20대,,정기,27.93,3358.47,66
30대,,정기,6.2,794.68,24
40대,,정기,3.43,415.46,22
50대,,정기,8.31,892.84,40
60대,,정기,8,899.66,16
기타,,정기,0.52,51.51,4
20대,,정기,0.33,38.89,5
30대,,정기,0.31,45.64,2
50대,,정기,0.28,23.67,1
10대,F,정기,2.79,293.95,9
20대,F,정기,6.37,725.01,27
30대,F,정기,2.45,259.17,12
40대,F,정기,4.19,458.22,12
50대,F,정기,2.56,279.29,13
60대,F,정기,0.62,68.61,2
기타,F,정기,3.97,426.82,14
10대,M,정기,7.98,829.91,24
20대,M,정기,10.75,1260.78,41
30대,M,정기,2.32,299.74,6
40대,M,정기,29.15,3506.04,54
50대,M,정기,3.33,394.14,8
60대,M,정기,0.59,69.29,2
기타,M,정기,7.01,789.28,30
10대,,단체,0,0,2
20대,F,단체,3.07,340.8,2
기타,F,단체,2.99,343.97,4
30대,M,단체,0.12,18.03,1
기타,,일일(비회원),2.8,309.72,5
10대,,일일(회원),0.34,27.55,3
20대,,일일(회원),33.79,3714.33,49
30대,,일일(회원),5.73,597.32,11
40대,,일일(회원),10.63,1198.52,9
50대,,일일(회원),2.87,317.83,3
60대,,일일(회원),3.31,367.57,1
기타,,일일(회원),2.49,284.12,2
20대,,일일(회원),5.83,641.73,8
30대,,일일(회원),0,0,1
50대,,일일(회원),2.1,340.84,1
10대,F,일일(회원),14.39,1459.28,10
20대,F,일일(회원),5.62,567.5,13
30대,F,일일(회원),3.88,422.38,6
40대,F,일일(회원),0.66,53.95,1
50대,F,일일(회원),2.42,212.91,2
60대,F,일일(회원),0.51,56.73,1
기타,F,일일(회원),1.64,184.67,6
10대,M,일일(회원),4.89,589.64,9
20대,M,일일(회원),17.79,2115.28,32
30대,M,일일(회원),4.05,537.17,7
40대,M,일일(회원),5.55,686.3,11
50대,M,일일(회원),1.05,138.16,3
60대,M,일일(회원),0.61,80.81,3
기타,M,일일(회원),8.34,1004.55,21
10대,,정기,7.61,859.35,19
20대,,정기,67.08,8478.71,207
30대,,정기,50.12,5609.57,108
40대,,정기,17.9,2078.21,69
50대,,정기,33.3,3903.16,73
60대,,정기,9.21,1154.89,13
기타,,정기,1.11,127.74,6
20대,,정기,4.81,532.24,21
30대,,정기,1.29,172.41,7
50대,,정기,6.81,755.43,21
10대,F,정기,1.57,173.53,10
20대,F,정기,26.53,2892.08,93
30대,F,정기,18.75,1918.41,31
40대,F,정기,23.69,2336.35,55
50대,F,정기,17.4,1798.75,62
60대,F,정기,12.29,1238.07,11
기타,F,정기,15.79,1622.69,55
10대,M,정기,9.01,835.26,22
20대,M,정기,56.6,6526.25,193
30대,M,정기,19.09,2425.19,64
40대,M,정기,36.98,4776.28,112
50대,M,정기,45.46,5711.11,103
60대,M,정기,6.43,750.43,17
70대이상,M,정기,5.72,672.5,5
기타,M,정기,29.95,3411.49,114
30대,F,단체,1.55,172.71,2
40대,F,단체,4.78,530.5,3
기타,,일일(비회원),2.34,259.2,1
10대,,일일(회원),1.13,87.15,2
20대,,일일(회원),2.81,389.43,7
30대,,일일(회원),2.07,194.5,1
50대,,일일(회원),0.71,61.64,1
20대,,일일(회원),0.3,33,2
50대,,일일(회원),0.01,0.88,1
20대,F,일일(회원),4.32,465.45,4
30대,F,일일(회원),1.11,111.91,2
40대,F,일일(회원),0.11,9.88,1
기타,F,일일(회원),0,0,1
10대,M,일일(회원),2.05,237.83,3
20대,M,일일(회원),2.78,341,6
30대,M,일일(회원),0.7,73.38,4
40대,M,일일(회원),0,0,1
기타,M,일일(회원),0,0,2
10대,,정기,0,0,1
20대,,정기,20.55,2496.65,85
30대,,정기,7.51,801.22,26
40대,,정기,3.94,403.6,17
50대,,정기,4.1,518.74,14
60대,,정기,1.2,157.92,6
기타,,정기,0.76,78.72,2
20대,,정기,1.65,200.31,8
40대,,정기,0.17,22.27,1
50대,,정기,1.62,193.49,1
10대,F,정기,1.12,108.8,1
20대,F,정기,10.28,1041.63,29
30대,F,정기,4.31,445.1,9
40대,F,정기,2.66,244.71,6
50대,F,정기,10.18,1199.31,8
기타,F,정기,1.11,121.79,3
20대,M,정기,12.87,1636.55,39
30대,M,정기,16.6,1886.93,46
40대,M,정기,5.83,733.68,24
50대,M,정기,6.06,747.81,16
60대,M,정기,0.53,62.76,5
기타,M,정기,4.84,582.53,25
기타,,일일(비회원),1.31,145.36,1
20대,,일일(회원),4.93,612.23,8
30대,,일일(회원),3.83,595.8,3
50대,,일일(회원),1.52,139.85,2
기타,,일일(회원),1.56,160.1,5
20대,,일일(회원),0.15,17.01,1
20대,F,일일(회원),0,0,2
30대,F,일일(회원),1.49,139.26,3
기타,F,일일(회원),0.63,66.29,2
10대,M,일일(회원),1.15,144.6,5
20대,M,일일(회원),0.84,85.36,2
40대,M,일일(회원),0.6,84.1,1
50대,M,일일(회원),0.34,48.9,1
기타,M,일일(회원),0,0,1
10대,,정기,1.64,167.93,2
20대,,정기,13.18,1441.84,53
30대,,정기,8.07,1031.16,30
40대,,정기,5.8,649.33,17
50대,,정기,50.47,6029.26,33
60대,,정기,2.57,328.2,5
기타,,정기,0.03,2.6,1
20대,,정기,1.51,175.87,4
40대,,정기,0,0,1
50대,,정기,0,0,2
20대,F,정기,3.43,324.69,14
30대,F,정기,4.2,426.96,13
40대,F,정기,2.47,245.41,8
50대,F,정기,6.32,630.77,13
60대,F,정기,0.35,37.32,1
기타,F,정기,7.32,672.91,15
10대,M,정기,1.37,175.47,10
20대,M,정기,12.02,1583.07,27
30대,M,정기,16.7,2076.02,25
40대,M,정기,3.14,442.03,12
50대,M,정기,7.8,910.82,18
60대,M,정기,0.71,88.67,2
기타,M,정기,1.99,228.05,14
기타,,일일(비회원),0.44,49.16,1
20대,,일일(회원),3.75,387.77,12
30대,,일일(회원),4.5,446.59,5
40대,,일일(회원),0.45,50.45,1
50대,,일일(회원),3.75,488.51,2
20대,,일일(회원),0.78,100.34,4
20대,F,일일(회원),3.5,382.3,10
30대,F,일일(회원),1.55,162.95,2
40대,F,일일(회원),3.38,375.03,2
기타,F,일일(회원),0.09,9.07,2
10대,M,일일(회원),0.3,33.98,1
20대,M,일일(회원),1.03,117.1,4
30대,M,일일(회원),3.89,528.72,4
40대,M,일일(회원),3.05,338.22,1
50대,M,일일(회원),0.68,71.02,1
기타,M,일일(회원),0.58,77.11,3
20대,,정기,8,918.23,36
30대,,정기,4.2,574.59,18
40대,,정기,1.1,133.27,6
50대,,정기,3.56,468.18,7
60대,,정기,1.07,129.06,6
기타,,정기,0.66,70.72,7
20대,,정기,2.08,270.12,3
30대,,정기,0.37,40.93,1
50대,,정기,0.81,96.72,2
10대,F,정기,0.08,7.93,1
20대,F,정기,5.27,525.82,32
30대,F,정기,5.47,540.69,5
40대,F,정기,1.53,139.86,10
50대,F,정기,8.02,965.98,13
기타,F,정기,3.69,378.21,7
10대,M,정기,0.67,72.19,2
20대,M,정기,15.28,1852.21,19
30대,M,정기,13.52,1570,42
40대,M,정기,3.32,485.03,14
50대,M,정기,7.41,858.85,20
60대,M,정기,7.26,876.42,15
기타,M,정기,1.82,215.15,9
10대,F,단체,4.87,399,3
10대,M,단체,1.24,157.8,4
기타,,일일(비회원),2.53,280.66,3
20대,,일일(회원),3.18,342.65,9
30대,,일일(회원),2.44,232.85,2
40대,,일일(회원),3.93,341.91,1
기타,,일일(회원),1.25,139,1
20대,,일일(회원),0.07,9.86,1
20대,F,일일(회원),2.26,236.43,4
30대,F,일일(회원),1.22,109.25,3
40대,F,일일(회원),1.36,116.47,2
60대,F,일일(회원),0.76,64.7,1
10대,M,일일(회원),4.67,481.73,7
20대,M,일일(회원),9.74,1174.59,8
30대,M,일일(회원),1.65,180.62,3
40대,M,일일(회원),2.23,295.79,3
50대,M,일일(회원),1.35,156.75,2
기타,M,일일(회원),2.8,353.02,10
10대,,정기,5.5,583.66,19
20대,,정기,17.81,2096.57,50
30대,,정기,1.53,187.38,4
40대,,정기,4.34,616.9,8
50대,,정기,1.64,199.42,3
60대,,정기,3.18,310.84,10
기타,,정기,1.59,169.74,4
20대,,정기,5.97,732.59,14
