Department,District,Sname,Stid,Stid_temp
천왕3팀,금천구,3984. 가산롯데아이티캐슬,3984,3984
학여울1팀,강남구,2415.한티역 롯데백화점 앞,2415,2415
상암1팀,마포구,437. 대흥역 1번출구,437,437.
학여울2팀,송파구,1247. 문정 법조단지11,1247,1247
도봉3팀,도봉구,1729. 파리바게트앞,1729,1729
천호2팀,송파구,1271. 송파도서관,1271,1271
도봉3팀,도봉구,1754. 창동시장입구 사거리,1754,1754
이수3팀,서초구,2529.우리은행 방배동지점 앞,2529,2529
천호1팀,강동구,1015. 샛마을 근린공원,1015,1015
개화4팀,양천구,737. 장수공원,737,737.
세종로2팀,중구,321. KEB 하나금융그룹 명동사옥 옆,321,321.
훈련원2팀,성북구,4406. 장곡초등학교 앞,4406,4406
개화1팀,강서구,1178. 개화산역 2번 출구,1178,1178
도봉4팀,강북구,1560. 도봉세무서 앞,1560,1560
천왕1팀,구로구,1930. 개봉지구대 개봉치안센터,1930,1930
훈련원2팀,성북구,1394.길음뉴타운 래미안9단지,1394,1394
훈련원2팀,성북구,1339. 삼성전자서비스 성북센터,1339,1339
세종로1팀,종로구,3405.파크팰리스,3405,3405
영남2팀,동작구,2012. 대림사거리(동작상떼빌아파트),2012,2012
이수2팀,동작구,2034. 사당역 7번출구쪽,2034,2034
학여울2팀,송파구,4869. 잠실나들목6,4869,4869
영남3팀,영등포구,3204.도림고가도로 밑,3204,3204
이수3팀,서초구,2523.뉴코아 킴스클럽 앞,2523,2523
상암1팀,서대문구,162. 봉원고가차도 밑,162,162.
상암2팀,서대문구,3131.연가교 교차로,3131,3131
천왕3팀,금천구,1869.롯데캐슬골드파크3차 301동 앞,1869,1869
훈련원3팀,동대문구,640. 청량리역 2번출구,640,640.
훈련원2팀,성북구,4419. 성북구 한예종 캠퍼스 본관,4419,4419
개화1팀,강서구,3753. 공항중학교 버스정류장,3753,3753
영남2팀,관악구,3812. KT관악지점,3812,3812
세종로 4팀,용산구,820. 청파동입구 교차로,820,820.
중랑3팀,중랑구,1454. 한국전력공사(동대문 중랑지사),1454,1454
학여울2팀,강남구,2375. 수서역 1번출구 앞,2375,2375
천호2팀,송파구,2652.송파 레미니스1단지 102동 앞,2652,2652
세종로 4팀,용산구,806. 전자랜드 본관 앞,806,806.
개화4팀,양천구,4518. 청기와빌딩,4518,4518
상암1팀,마포구,4244. 당인리발전소 공원 앞,4244,4244
중랑2팀,성동구,586. 마장동 주민센터,586,586.
상암1팀,마포구,401. 상암월드컵파크 10단지 앞,401,401.
영남1팀,양천구,4512. 목동13_14단지 사거리,4512,4512
학여울1팀,강남구,3614. 은마아파트 입구 사거리,3614,3614
이수1팀,강남구,2333. 양재역 3번출구 주변,2333,2333
훈련원1팀,종로구,338. 세운스퀘어 앞,338,338.
중랑3팀,중랑구,4825. 신내동 벽산아파트 후문 앞,4825,4825
세종로2팀,종로구,454. 종로2가 버스정류장 (종각방향),454,454.
개화4팀,강서구,2712.화곡터널입구교차로,2712,2712
훈련원2팀,성북구,1305. 성북구청,1305,1305
상암1팀,마포구,4214. JTBC 앞,4214,4214
학여울2팀,강남구,2412. 일원1동 주민센터,2412,2412
천왕1팀,구로구,1937. 한진아파트 입구,1937,1937
도봉4팀,강북구,3707. 드래곤타워 앞,3707,3707
천왕1팀,구로구,1965. 삼환로즈빌아파트 105동 옆,1965,1965
훈련원3팀,동대문구,672.대광고등학교,672,672.
세종로1팀,중구,300. 정동사거리,300,300.
훈련원4팀,동대문구,4123. 배봉초교 교차로,4123,4123
이수3팀,강남구,2303. 논현역 10번출구,2303,2303
상암1팀,마포구,155. 가좌역1 번출구 앞,155,155.
학여울1팀,강남구,2308. 압구정파출소 앞,2308,2308
도봉4팀,강북구,1540. 가오리역,1540,1540
상암1팀,마포구,4238. 상암한샘빌딩앞,4238,4238
도봉4팀,강북구,"1533. 번동 주공3, 4단지 교차로",1533,1533
훈련원4팀,동대문구,610. 동대문중 교차로,610,610.
세종로3팀,용산구,809. 한남 유수지 복개주차장,809,809.
도봉2팀,노원구,2902.공릉풍림아파트 108동,2902,2902
중랑3팀,중랑구,1408. 먹골역 6번출구 앞,1408,1408
훈련원1팀,종로구,3414.종로5가역 4번출구,3414,3414
훈련원3팀,동대문구,601. 용신동주민센터,601,601.
개화4팀,양천구,4507. 신정제일시장,4507,4507
개화1팀,강서구,3793. 더리브골드타워,3793,3793
영남3팀,영등포구,241. 신길우성1차아파트 앞 공원,241,241.
이수2팀,관악구,3815. 광일빌딩,3815,3815
중랑1팀,광진구,553. 중곡 성원아파트 앞,553,553.
세종로3팀,용산구,4629. 한강초교보도육교 앞,4629,4629
훈련원4팀,동대문구,4105. 서울교통공사사거리 교통섬,4105,4105
이수3팀,서초구,2531.멤피스아파트 앞,2531,2531
영남3팀,영등포구,3203.도림동배드민턴체육관,3203,3203
훈련원2팀,성북구,1361. 홍익중고 입구,1361,1361
세종로 4팀,용산구,800. 목월공원 앞,800,800.
개화3팀,강서구,5065. 허준박물관삼거리,5065,5065
영남2팀,동작구,2066. 양문교회 앞,2066,2066
중랑2팀,성동구,562. 군자지하보도 앞,562,562.
개화4팀,양천구,782.서남병원 후문,782,782.
영남1팀,양천구,4539. 목동7단지아파트 A상가,4539,4539
천왕1팀,구로구,1928. 고척스카이돔구장 광장,1928,1928
천호2팀,송파구,4895. 위례포레샤인15단지 상가,4895,4895
도봉1팀,노원구,4005. 중계2차 한화꿈에그린 101동 인근,4005,4005
도봉3팀,도봉구,4062. 평화도봉공원 주변,4062,4062
도봉2팀,노원구,1642. 서울여대 남문,1642,1642
훈련원2팀,성북구,1334. 석관동주민센터 앞,1334,1334
도봉2팀,노원구,4023. 월계역 1번 출구,4023,4023
개화3팀,강서구,3763. 등촌태영아파트,3763,3763
이수2팀,동작구,2091. 이수역9번출구,2091,2091
훈련원1팀,종로구,356. KT혜화지사 앞,356,356.
개화3팀,강서구,1171. 염창동 새마을금고 건너편,1171,1171
중랑3팀,중랑구,4823. 방정환교육지원센터 옆,4823,4823
도봉1팀,노원구,1666. 노원소방서인근,1666,1666
세종로 4팀,중구,379. 서울역9번출구,379,379.
천왕2팀,금천구,3975.현대시티아울렛 가산,3975,3975
상암2팀,은평구,4677. 백련산 SK뷰 아이파크 해모로 아파트 앞,4677,4677
학여울1팀,강남구,2413.도곡역 1번 출구,2413,2413
중랑3팀,중랑구,1429. 장안중학교,1429,1429
개화1팀,강서구,1109. 공항시장역 4번출구,1109,1109
영남2팀,관악구,2195.은천교회,2195,2195
상암2팀,은평구,939. 은평구청 교차로,939,939.
중랑3팀,중랑구,1437. 늘푸른공원 앞,1437,1437
영남3팀,영등포구,4569. 힐스테이트클래시안아파트,4569,4569
훈련원1팀,중구,346. 맥스타일 앞,346,346.
상암2팀,서대문구,3120.DMC엘가아파트 앞,3120,3120
학여울2팀,송파구,5753. 호반써밋,5753,5753
세종로1팀,종로구,394. 경희궁 자이 3단지,394,394.
중랑3팀,중랑구,1402. 금란주차장 앞,1402,1402
세종로3팀,용산구,813. 삼각지역 3번출구,813,813.
영남3팀,영등포구,223. 진주아파트상가 앞,223,223.
도봉1팀,노원구,1627. 수락산역 4번출구,1627,1627
천왕1팀,구로구,1941. 오류동역 2번출구,1941,1941
도봉2팀,노원구,2917.신창중학교 후문 맞은편 버스정류장,2917,2917
개화4팀,양천구,740. 으뜸공원,740,740.
세종로2팀,종로구,353. 재동초교 앞 삼거리,353,353.
이수3팀,강남구,2327. 뱅뱅사거리 랜드마크타워 앞,2327,2327
상암3팀,은평구,932. 예일여중,932,932.
상암2팀,서대문구,3102. 연희삼거리,3102,3102
천왕3팀,금천구,1808. 에이스하이엔드타워8차 앞,1808,1808
상암1팀,마포구,126. 서강대 후문 옆,126,126.
영남3팀,영등포구,281. 신동아아파트 앞,281,281.
세종로2팀,중구,472.삼일교(시그니쳐 타워),472,472.
영남2팀,관악구,3818. 은천교회 앞,3818,3818
이수1팀,서초구,2276. 영동1교 (양재천근린공원),2276,2276
영남2팀,동작구,2009. 보라매역 8번출구,2009,2009
훈련원1팀,종로구,355. 서울사대부속초교 앞,355,355.
상암1팀,마포구,145. 공덕역 5번출구,145,145.
세종로 4팀,용산구,844. 이촌2동 동원베네스트 아파트 앞,844,844.
세종로3팀,용산구,4620. 삼각지역 14번 출구 앞(교통섬),4620,4620
상암1팀,마포구,111. 상수역 2번출구 앞,111,111.
학여울2팀,강남구,2423.영희초교 사거리(래미안개포루체하임),2423,2423
천호1팀,강동구,1003. 해공도서관앞,1003,1003
상암2팀,서대문구,3128.동신병원 맞은편,3128,3128
학여울2팀,송파구,4468. 가락1동주민센터,4468,4468
영남2팀,관악구,3803. 남서울중학교,3803,3803
도봉3팀,도봉구,1733. 방학사거리 (봄마당 앞),1733,1733
천왕2팀,구로구,1913. 구로리공원,1913,1913
상암2팀,서대문구,170. DMC파크뷰자이아파트 302동 앞,170,170.
훈련원1팀,종로구,453. 종로오가 지하쇼핑센터 14번출구,453,453.
개화3팀,강서구,1136. 등촌2파출소,1136,1136
영남3팀,영등포구,5851. 도림천 건널목 위,5851,5851
영남3팀,영등포구,4558. 대영중고 후문,4558,4558
중랑3팀,중랑구,1428. 원묵고등학교,1428,1428
훈련원1팀,종로구,341. 혜화역 3번출구 뒤,341,341.
천왕2팀,구로구,2823.중앙유통단지 앞,2823,2823
도봉2팀,노원구,4016. 노원 마들스타디움,4016,4016
도봉2팀,노원구,1681. 현대6차 아파트,1681,1681
개화4팀,양천구,4537. 서울남부지방검찰청 후문,4537,4537
천왕3팀,금천구,1805. 서울디지털운동장 앞,1805,1805
상암1팀,마포구,124. 서강대 정문 건너편,124,124.
이수2팀,동작구,2077.노들역 3번출구,2077,2077
개화2팀,강서구,5059. 화곡2동주민센터,5059,5059
상암1팀,마포구,105. 합정역 5번출구 앞,105,105.
도봉3팀,도봉구,1709. 쌍문역4번출구 주변,1709,1709
세종로 4팀,용산구,807. 서울역 12번 출구 앞,807,807.
상암1팀,마포구,4210. 가좌행복주택 앞,4210,4210
훈련원4팀,동대문구,617. 청솔우성아파트 앞,617,617.
천왕3팀,금천구,1846. 롯데캐슬골드파크1차 동문,1846,1846
세종로1팀,종로구,450. 효자동 삼거리,450,450.
중랑3팀,중랑구,1470.중화동 우리은행 앞,1470,1470
중랑1팀,광진구,3528. 광진정보도서관,3528,3528
훈련원1팀,종로구,345. 서울보증보험본사 앞,345,345.
상암2팀,은평구,4659. 신진과학기술고등학교 버스정류장(응암시장 방면),4659,4659
이수3팀,서초구,2540.반포천 앞,2540,2540
세종로2팀,종로구,3432.종로2가 사거리,3432,3432
개화1팀,강서구,1165. 마곡중학교 후문,1165,1165
세종로1팀,종로구,395. 경희궁 자이 2단지,395,395.
도봉1팀,노원구,4014. 당고개역 3번 출구,4014,4014
중랑2팀,성동구,519. 양지사거리,519,519.
이수1팀,서초구,2294. 두상빌딩 앞,2294,2294
상암1팀,마포구,403. 부엉이공원 앞,403,403.
세종로2팀,종로구,4708. 조계사앞사거리,4708,4708
훈련원1팀,중구,475.DDP 패션몰,475,475.
이수3팀,서초구,2538.사평리 공원,2538,2538
개화3팀,양천구,752. 성원2차 아파트,752,752.
개화1팀,강서구,2725.서울식물원 식물문화센터,2725,2725
천호1팀,강동구,1085.래미안 솔베뉴(고덕로),1085,1085
영남1팀,영등포구,4552. 코레일유통본사,4552,4552
세종로3팀,용산구,817. 삼각지역 4번출구 앞,817,817.
도봉2팀,노원구,4048. 신도1차아파트앞,4048,4048
상암2팀,은평구,4674. 녹번역e편한세상 캐슬 정문 앞,4674,4674
중랑1팀,광진구,571. 어린이대공원역6번출구,571,571.
이수2팀,동작구,2086.삼일수영장 앞,2086,2086
세종로1팀,종로구,461. 서울지방경찰청,461,461.
학여울2팀,송파구,4852. 서울복합물류 게이트 1,4852,4852
천왕3팀,금천구,1814. 두산위브아파트 옆 상가건물 앞,1814,1814
상암2팀,서대문구,3103. 홍제삼거리 북측,3103,3103
상암1팀,마포구,143. 공덕역 2번출구,143,143.
훈련원3팀,동대문구,4104. 외대앞역 교차로,4104,4104
훈련원2팀,성북구,1372. KEB은행 고대점,1372,1372
개화3팀,양천구,775.세종그랑시아 앞(102동),775,775.
이수1팀,서초구,4317. 양재근린공원,4317,4317
중랑1팀,광진구,544. 광남중학교,544,544.
천호2팀,송파구,4891. 위례포레샤인17단지 위례대로 방면,4891,4891
도봉1팀,노원구,1620. 중계동 노원구민체육센터 옆(중1-2),1620,1620
세종로2팀,중구,433. 을지로입구역 2번출구,433,433.
영남1팀,영등포구,4560. 양평동성원아파트,4560,4560
세종로 4팀,용산구,828. 숙대입구역 8번,828,828.
도봉1팀,노원구,1630. 수연빌딩 앞,1630,1630
이수2팀,관악구,2112. 서울대입구역 마에스트로,2112,2112
도봉3팀,도봉구,1765.쌍문역 1번 출구(양산부인과 빌딩),1765,1765
중랑3팀,중랑구,1473.중랑역 1번 출구(중화문화복지센터),1473,1473
영남1팀,영등포구,4600. 영등포구 총괄 우체국,4600,4600
개화1팀,강서구,3758. 서울남부출입국관리소,3758,3758
훈련원1팀,중구,390. 충무로역 1번출구,390,390.
천왕2팀,구로구,1960. 구로거리공원 동측(신도림역 방면),1960,1960
영남3팀,영등포구,289. 대림3동사거리,289,289.
세종로2팀,종로구,4713. 현대 뜨레비앙 아파트 앞,4713,4713
개화4팀,양천구,736. 오솔길공원,736,736.
중랑2팀,성동구,510. 서울숲 남문 버스정류소 옆,510,510.
이수1팀,서초구,2274. 양재시민의숲역 3번출구,2274,2274
상암2팀,서대문구,3121.가좌삼거리,3121,3121
중랑3팀,중랑구,4819. 면목동 새싹어린이공원 앞,4819,4819
세종로3팀,용산구,4619. 한강트럼프월드3차 앞,4619,4619
훈련원1팀,종로구,3420. 성균관대입구사거리,3420,3420
이수1팀,서초구,2202.청계산입구역 1번출구,2202,2202
훈련원3팀,동대문구,673.안암골벽산아파트(후문),673,673.
도봉3팀,도봉구,1749. ESA아파트 상가 앞,1749,1749
상암3팀,은평구,949. 연신내역 1번 출구,949,949.
세종로2팀,종로구,3408.종로타워빌딩,3408,3408
세종로3팀,용산구,839. 보광동 삼성리버빌아파트 앞,839,839.
상암2팀,서대문구,191. 서우빌딩,191,191.
영남3팀,영등포구,242. 신길선원가와인아파트 앞,242,242.
학여울1팀,강남구,2324. 천주교 대치 2동 교회 옆,2324,2324
영남2팀,동작구,2085.강남중학교 앞,2085,2085
개화3팀,양천구,774.등촌역 4번 출구,774,774.
세종로 4팀,용산구,846. 용산중학교,846,846.
학여울2팀,송파구,4894. 문정법조단지13,4894,4894
세종로2팀,중구,320. 을지로입구역 4번출구 앞,320,320.
개화3팀,강서구,2703.서울도시가스 앞,2703,2703
도봉4팀,강북구,1520. 성실교회,1520,1520
천왕1팀,구로구,1929. 고척근린공원 고척도서관 앞,1929,1929
학여울2팀,송파구,4854. 가락시장역 2번 출구,4854,4854
도봉1팀,노원구,1682. 중계종합사회복지관 교차로,1682,1682
영남3팀,영등포구,256. 동아에코빌입구,256,256.
도봉4팀,강북구,1506. 강북문화예술회관,1506,1506
훈련원3팀,동대문구,637. KAIST 경영대학 앞,637,637.
천왕2팀,구로구,1907. 구일우성(아) 육교 밑,1907,1907
천호2팀,송파구,1288. 문정중교 사거리,1288,1288
상암1팀,서대문구,134. 연세로 명물길,134,134.
도봉2팀,노원구,1665. 양지근린공원앞,1665,1665
학여울1팀,강남구,2332. 선릉역3번출구,2332,2332
천호1팀,강동구,1080.엘웨딩,1080,1080
도봉1팀,노원구,2911.상계역중앙시장,2911,2911
도봉1팀,노원구,4032. 은행사거리 성모빌딩 앞,4032,4032
중랑3팀,중랑구,4824. 상봉신협 앞,4824,4824
도봉2팀,노원구,2904.중계3차청구아파트,2904,2904
천왕2팀,구로구,1924. 삼부르네상스파크빌,1924,1924
훈련원2팀,성북구,1322. 래미안라센트아파트 103동 앞,1322,1322
영남1팀,영등포구,288. 쌍용예가(구청별관),288,288.
이수1팀,서초구,2244.교육개발원입구 교차로,2244,2244
개화3팀,양천구,749. 이대목동병원보도육교,749,749.
천호1팀,강동구,1036. 고덕동 주양쇼핑,1036,1036
천호1팀,강동구,3689. 강일역 3번출구,3689,3689
개화2팀,강서구,2745.수명초등학교,2745,2745
훈련원1팀,종로구,339. 종로4가 사거리,339,339.
학여울2팀,송파구,4460. 올림픽훼미리아파트 112동 앞,4460,4460
영남3팀,영등포구,270. 증권거래소후문교차로,270,270.
상암2팀,은평구,958. 본 서부병원 버스정류장(은평 세무서 방면),958,958.
중랑3팀,중랑구,1444. 면목4치안센터,1444,1444
도봉2팀,노원구,4011. 월계 센트럴 아이파크,4011,4011
영남3팀,영등포구,286. 우성아파트 교차로,286,286.
영남2팀,동작구,4175. 대방역2번출구,4175,4175
훈련원2팀,성북구,1382.래미안월곡아파트 입구,1382,1382
이수2팀,동작구,2090.기아자동차 사당점 앞,2090,2090
개화3팀,강서구,5078. 왈도강서캠퍼스 앞,5078,5078
상암1팀,마포구,427. 성산시영아파트,427,427.
천호2팀,송파구,4867. 가락대림아파트 앞,4867,4867
개화3팀,강서구,2709.강변아파트 310동 앞,2709,2709
중랑3팀,중랑구,1403. 중화빌딩 앞 (동부시장),1403,1403
영남2팀,관악구,2187. 현대시장사거리,2187,2187
이수1팀,서초구,2508. 양재이스타빌 앞,2508,2508
개화2팀,강서구,5057. 마곡역4번출구,5057,5057
천왕1팀,구로구,1987. 개봉아이파크아파트 앞,1987,1987
이수3팀,강남구,2407. 역삼.서초.삼성 세무서 앞 (역삼빌딩 앞),2407,2407
개화2팀,양천구,732. 신월중학교,732,732.
상암2팀,서대문구,165. 중앙근린공원,165,165.
천호2팀,송파구,2656.풍납동 아이파크 107동 앞,2656,2656
상암1팀,마포구,182. 망원2빗물펌프장 앞,182,182.
영남3팀,영등포구,254. 도림신협 앞,254,254.
세종로 4팀,용산구,805. 문배어린이공원 앞,805,805.
천호1팀,강동구,3685. 강동리엔파크14단지(1401동 앞),3685,3685
도봉3팀,도봉구,1726. 삼익세라믹아파트교차로,1726,1726
천왕3팀,금천구,1834. 월드메르디앙 벤처센터 2차,1834,1834
학여울2팀,송파구,1233. 잠실3거리(갤러리아팰리스),1233,1233
중랑2팀,성동구,579. 마장역 4번출구,579,579.
도봉2팀,노원구,4025. 한천교 동편,4025,4025
영남3팀,영등포구,5853. 여의도역2번출구 앞,5853,5853
훈련원2팀,성북구,1375. 생명의 전화 종합복지관 앞 교차로,1375,1375
상암1팀,마포구,4226. 마포프레스티지자이 1,4226,4226
천왕2팀,구로구,1983. 구로동롯데아파트,1983,1983
천호2팀,송파구,1228. 마천사거리,1228,1228
천왕2팀,구로구,1994. 삼성전자 물류센터 앞,1994,1994
영남1팀,영등포구,4556. 리버뷰신안인스빌1차 후문,4556,4556
이수2팀,서초구,2221. 방일초교 마을버스 정류장,2221,2221
도봉3팀,도봉구,4078. 원당공원 앞,4078,4078
이수2팀,서초구,2511. 이수역 6번출구 앞,2511,2511
상암3팀,은평구,916. 평생학습관 앞,916,916.
도봉4팀,강북구,1514. 강북구청 사거리 버스정류소 앞,1514,1514
중랑3팀,중랑구,"4809. 동성1,2차 아파트 앞",4809,4809
천호2팀,송파구,4872. 개롱역 3번 출구 뒤,4872,4872
중랑1팀,광진구,3882. 자양2동 주민센터,3882,3882
개화1팀,강서구,3775. 가양오토갤러리,3775,3775
상암2팀,은평구,4652. 신사두산위브2차아파트 앞,4652,4652
영남3팀,영등포구,4567. 한림대학교 강남성심병원 신관,4567,4567
천호2팀,송파구,4478. 문정근린공원2,4478,4478
세종로1팀,종로구,367. 독립문역 3-1번출구,367,367.
영남3팀,영등포구,3220.래미안에스티움 앞 (신풍로),3220,3220
개화4팀,양천구,4517. 성보하이드로빌딩,4517,4517
이수2팀,동작구,2089.사당역10번출구(금강빌딩),2089,2089
개화2팀,강서구,1186. 송정중학교,1186,1186
세종로 4팀,중구,445.대한상공회의소,445,445.
상암1팀,마포구,495.염리초등학교 앞,495,495.
개화1팀,강서구,3783. 마곡금호어울림아파트,3783,3783
훈련원4팀,동대문구,625. 답십리초등학교 앞(현대시장 옆),625,625.
이수1팀,서초구,2247.섬들근린공원,2247,2247
중랑1팀,광진구,3886.광진구 민방위교육센터,3886,3886
훈련원3팀,동대문구,661. 경희대학교 청운관,661,661.
세종로1팀,종로구,348. 독립문역 사거리,348,348.
도봉1팀,노원구,4028. 한일유앤아이아파트 105동 인근,4028,4028
중랑2팀,성동구,513. 뚝섬역 5번 출구 정류소 옆,513,513.
개화1팀,강서구,5063. 서남환경공원(방화동도시개발2단지방향),5063,5063
학여울2팀,송파구,4884. H비즈니스파크,4884,4884
세종로 4팀,용산구,835. 남영역 건너편,835,835.
학여울2팀,송파구,1257. 가락시장역 사거리,1257,1257
천호1팀,강동구,1027. 프라자 아파트 앞,1027,1027
천왕1팀,양천구,4528. 양천구청역 1번출구,4528,4528
개화2팀,강서구,5066. 아망떼마곡전시장,5066,5066
도봉1팀,노원구,4018. 상계주공15단지 버스정류소,4018,4018
상암1팀,마포구,400. 상암한화오벨리스크 1차 앞,400,400.
상암2팀,서대문구,4264. 홍남교 버스정류장,4264,4264
개화3팀,양천구,742. 등촌역 5번 출구 뒤,742,742.
세종로2팀,중구,4791. 명동역9번 출구,4791,4791
도봉3팀,도봉구,1743.창동19단지아파트 관리사무소앞,1743,1743
훈련원3팀,동대문구,4102. 휘경1동주민센터 앞,4102,4102
훈련원3팀,동대문구,4113. 한국국방연구원 앞,4113,4113
천왕1팀,구로구,1953. 천왕역 4번출구 뒤,1953,1953
천호2팀,송파구,1265. 문정동 근린공원,1265,1265
세종로2팀,종로구,327. 낙원상가 옆,327,327.
천호2팀,송파구,4873. 개롱역사거리 2번 출구,4873,4873
중랑2팀,성동구,4373. 서울숲 지식산업센터,4373,4373
도봉1팀,노원구,1691. 노원정보도서관,1691,1691
도봉2팀,노원구,1606. 태릉입구역 3번출구,1606,1606
이수2팀,동작구,2033. 사당동 아르테스 웨딩앞,2033,2033
개화1팀,강서구,2710.라이품 공영주차장 앞,2710,2710
천호2팀,송파구,1277. 성내6교,1277,1277
영남1팀,영등포구,3215.강변삼성래미안,3215,3215
천호1팀,강동구,1072.고덕역 5번출구,1072,1072
개화4팀,양천구,709. 신정3동 현장민원실 앞,709,709.
세종로2팀,종로구,4705. 웰니스센터(민방위교육장 앞),4705,4705
개화2팀,강서구,5073. 우장산역 헤링턴타워 앞,5073,5073
도봉4팀,강북구,1565.대한병원앞,1565,1565
훈련원1팀,중구,4792. 퇴계로4가 교차로(중구청),4792,4792
훈련원2팀,성북구,1396.래미안장위퍼스트하이(513동),1396,1396
천호2팀,송파구,4496. 잠실 파크리오 120동 앞,4496,4496
도봉1팀,노원구,4031. 청암예술학교 앞,4031,4031
상암2팀,서대문구,4255. 래미안 루센티아 아파트 108동 앞,4255,4255
천호1팀,강동구,"1051. 강일중,선사고 버스정류장(신암중학교 방면)",1051,1051
영남2팀,관악구,2179. 양녕로 입구,2179,2179
훈련원1팀,종로구,456. 숭인2동 주민센터 입구,456,456.
훈련원1팀,중구,380. CJ제일제당 앞,380,380.
상암1팀,서대문구,4267. 서대문역 2번 출구,4267,4267
상암1팀,마포구,109. 제일빌딩 앞,109,109.
영남3팀,영등포구,292. 영일 어린이공원,292,292.
개화3팀,양천구,4526. 목동아파트2단지 222동 앞,4526,4526
중랑3팀,중랑구,1411. 상봉시장앞 교차로 한성빌딩 앞,1411,1411
천호2팀,송파구,2642.마천동 성내천 쉼터,2642,2642
개화1팀,강서구,3762. 마곡9단지 907동앞,3762,3762
상암1팀,마포구,199. 서울 월드컵 경기장,199,199.
천호1팀,강동구,1030. 미호 플랜트 앞,1030,1030
천호2팀,송파구,1214. 오금역 7번 출구 인근,1214,1214
상암1팀,마포구,411. DMC홍보관,411,411.
중랑3팀,중랑구,1440. 면목2동 사거리,1440,1440
천호2팀,송파구,1260. 방이동 한양3차아파트 옆,1260,1260
도봉1팀,노원구,4004. 당고개입구오거리 당현천변,4004,4004
학여울1팀,강남구,2431.대치역 7번출구,2431,2431
중랑3팀,중랑구,1461.동양엔파트 앞,1461,1461
천호2팀,송파구,1267. 올림픽공원 남2문 앞,1267,1267
도봉1팀,노원구,1639. 희성오피앙,1639,1639
천왕2팀,구로구,3919. 구로역·NC신구로점 버스정류장(구로역 방면),3919,3919
세종로1팀,종로구,301. 경복궁역 7번출구 앞,301,301.
도봉2팀,노원구,2901.공릉동풍림아파트 101동,2901,2901
천왕1팀,구로구,2821.청구아파트 앞,2821,2821
천왕1팀,구로구,1931. 개봉역2번출구 A,1931,1931
훈련원4팀,동대문구,4108. 답십리파크자이아파트 앞,4108,4108
도봉2팀,노원구,1685. 불암고등학교 앞 횡단보도,1685,1685
개화2팀,강서구,3786. 강서힐스테이트 상가 앞,3786,3786
세종로3팀,용산구,832. 이촌1동 주민센터 뒤,832,832.
훈련원2팀,성북구,1333. 석관초등학교 앞,1333,1333
세종로2팀,중구,3013.서울지방고용노동청 앞,3013,3013
도봉3팀,도봉구,1705. 도봉구청 정문앞,1705,1705
상암1팀,마포구,488.푸르메병원,488,488.
도봉1팀,노원구,1697.상계주공2단지 219동,1697,1697
영남3팀,영등포구,4566. 대림성원상떼빌아파트,4566,4566
영남1팀,영등포구,239. 유스호스텔 앞,239,239.
영남2팀,관악구,3814. 난곡사거리,3814,3814
훈련원4팀,동대문구,627. 장안동삼거리 교통섬,627,627.
천호2팀,송파구,2604. 풍납토성 서성벽터A,2604,2604
중랑1팀,광진구,516. 광진메디칼 앞,516,516.
학여울2팀,송파구,1206. 9호선종합운동장역 9번출구,1206,1206
중랑2팀,성동구,3552.서울숲 공영주차장앞,3552,3552
이수2팀,관악구,2119. 중앙동 동진빌딩,2119,2119
천호1팀,강동구,1012. 서울 상운차량,1012,1012
상암3팀,은평구,908. 구산역 4번출구,908,908.
개화2팀,강서구,2711.가로공원공영주차장 1번 출구,2711,2711
개화3팀,강서구,1170. 강서구보건소,1170,1170
천왕1팀,구로구,1952. 천왕연지타운2단지 앞,1952,1952
중랑3팀,중랑구,1407. 먹골역 1번출구 뒤,1407,1407
중랑1팀,광진구,3860. 건국대학교 정문 앞,3860,3860
개화2팀,강서구,5055. 마곡역5번출구앞,5055,5055
중랑1팀,광진구,3502. 중곡역 1번출구,3502,3502
영남3팀,영등포구,204. 국회의사당역 5번출구 옆,204,204.
영남3팀,영등포구,3214.영등포 푸르지오,3214,3214
개화4팀,양천구,4510. 신정네거리역 교차로,4510,4510
천왕2팀,구로구,1962. 가리봉동주민센터,1962,1962
영남2팀,관악구,2105. 미성동 신림체육센터,2105,2105
이수3팀,서초구,2279. 교대역 5번출구뒤,2279,2279
세종로2팀,중구,4796. 부산은행,4796,4796
도봉3팀,도봉구,1707. 도봉구민회관,1707,1707
천호1팀,강동구,1088.풍납사거리(강동),1088,1088
상암2팀,서대문구,3125.연희파크푸르지오아파트 앞,3125,3125
세종로1팀,중구,310. 청계광장 옆,310,310.
훈련원1팀,종로구,4711. 올림픽기념 국민생활관 로터리,4711,4711
천왕2팀,구로구,1975. 대림역 1번 출입구 밑,1975,1975
영남1팀,영등포구,3201.당산skv1센터,3201,3201
훈련원1팀,종로구,3417.창신3동주민센터,3417,3417
훈련원4팀,동대문구,658. 촬영소 사거리,658,658.
이수2팀,관악구,2104. 사당역 5번출구,2104,2104
천왕2팀,금천구,1848. 벽산 디지털밸리 5차,1848,1848
상암2팀,은평구,985. 은평세무서 버스정류장(은평구청 방면),985,985.
학여울2팀,송파구,2633.송파학사 옆,2633,2633
세종로2팀,종로구,314. 국립현대미술관,314,314.
학여울1팀,강남구,2414. 도곡역 아카데미스위트 앞,2414,2414
영남1팀,영등포구,3206.문래동 주민센터,3206,3206
